observation_id,season,financial_year,variable,final_value,raw_value,unit,source_entity,document_title,document_date,page,table_or_note,source_url,transformation,definition,comparability_status,verification_status,notes
FIN-FY2018-NET_FI-0054,2017/18,FY2018,net_finance_costs,13.60,13.60,GBP millions,Arsenal Holdings PLC,Group of companies' accounts made up to 31 May 2018,2019-01-28,p. 14,Consolidated Profit and Loss Account,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzIyNTM1MjYxN2FkaXF6a2N4/document?format=pdf&download=0,None (Directly Reported in £m),"Net finance expenses payable including bond interest, loan interest, bank charges less interest received under IFRS 9 / IAS 23",Qualified (COVID Timing),Primary Audited,Normal operations; no COVID disruption.
FIN-FY2018-PROFIT-0055,2017/18,FY2018,profit_on_player_disposals,120.00,120.00,GBP millions,Arsenal Holdings PLC,Group of companies' accounts made up to 31 May 2018,2019-01-28,p. 14,Consolidated Profit and Loss Account,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzIyNTM1MjYxN2FkaXF6a2N4/document?format=pdf&download=0,None (Directly Reported in £m),Net accounting profit on disposal/derecognition of intangible player registrations under IAS 38 (consideration less unamortised net book value). Distinct from net market transfer spending.,Qualified (COVID Timing),Primary Audited,Audited primary statutory figure.
FIN-FY2018-PLAYER-0056,2017/18,FY2018,player_registration_additions,165.70,165.70,GBP millions,Arsenal Holdings PLC,Group of companies' accounts made up to 31 May 2018,2019-01-28,"p. 24, Note 10",Note 10 (Intangible Assets),https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzIyNTM1MjYxN2FkaXF6a2N4/document?format=pdf&download=0,None (Directly Reported in £m),"Capitalized additions to intangible player registrations under IAS 38 (includes transfer fees, agent fees, signing bonuses). Distinct from headline market transfer fees.",Qualified (COVID Timing),Primary Audited,Audited primary statutory figure.
FIN-FY2018-PLAYER-0057,2017/18,FY2018,player_registration_nbv,238.20,238.20,GBP millions,Arsenal Holdings PLC,Group of companies' accounts made up to 31 May 2018,2019-01-28,"p. 24, Note 10",Note 10 (Intangible Assets),https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzIyNTM1MjYxN2FkaXF6a2N4/document?format=pdf&download=0,None (Directly Reported in £m),Carrying balance sheet value of intangible player registrations at reporting date under IAS 38,Qualified (COVID Timing),Primary Audited,Audited primary statutory figure.
FIN-FY2019-FOOTBA-0058,2018/19,FY2019,football_turnover,394.70,394.70,GBP millions,Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2019,2020-03-04,"p. 18, Note 1",Note 1 (Turnover),https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzI1ODcyNTM1MWFkaXF6a2N4/document?format=pdf&download=0,None (Directly Reported in £m),Turnover generated strictly from football activities excluding property development,High,Primary Audited,Property turnover is zero. First year filed as private limited company (re-registered Oct 2018).
FIN-FY2019-TOTAL_-0059,2018/19,FY2019,total_turnover,394.70,394.70,GBP millions,Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2019,2020-03-04,"p. 18, Note 1",Consolidated Profit and Loss Account,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzI1ODcyNTM1MWFkaXF6a2N4/document?format=pdf&download=0,None (Directly Reported in £m),Consolidated Group revenue including football operations and legacy property development,High,Primary Audited,Property turnover is zero. First year filed as private limited company (re-registered Oct 2018).
FIN-FY2019-BROADC-0060,2018/19,FY2019,broadcast_revenue,183.80,183.80,GBP millions,Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2019,2020-03-04,"p. 18, Note 1",Note 1 (Turnover),https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzI1ODcyNTM1MWFkaXF6a2N4/document?format=pdf&download=0,None (Directly Reported in £m),Distributions from Premier League domestic/overseas TV contracts and UEFA competition rights,High,Primary Audited,Audited primary statutory figure.
FIN-FY2019-COMMER-0061,2018/19,FY2019,commercial_revenue,115.00,115.00,GBP millions,Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2019,2020-03-04,"p. 18, Note 1",Note 1 (Turnover),https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzI1ODcyNTM1MWFkaXF6a2N4/document?format=pdf&download=0,None (Directly Reported in £m),"Revenue from sponsorships, partnerships, merchandising, retail, licensing and stadium tours",High,Primary Audited,Audited primary statutory figure.
FIN-FY2019-MATCHD-0062,2018/19,FY2019,matchday_revenue,95.90,95.90,GBP millions,Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2019,2020-03-04,"p. 18, Note 1",Note 1 (Turnover),https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzI1ODcyNTM1MWFkaXF6a2N4/document?format=pdf&download=0,None (Directly Reported in £m),"Ticket sales, gate receipts, club level hospitality and matchday cup receipts",High,Primary Audited,Audited primary statutory figure.
FIN-FY2019-STAFF_-0063,2018/19,FY2019,staff_costs,231.70,231.70,GBP millions,Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2019,2020-03-04,"p. 19, Note 3",Note 3 (Employees and Directors),https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzI1ODcyNTM1MWFkaXF6a2N4/document?format=pdf&download=0,None (Directly Reported in £m),"Total group employment expenditure across all playing, coaching, administrative, executive, and operational staff under IAS 19. Does not isolate first-team player wages.",High,Primary Audited,Audited primary statutory figure.
FIN-FY2019-OPERAT-0064,2018/19,FY2019,operating_expenses,84.20,84.20,GBP millions,Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2019,2020-03-04,"p. 18, Note 2",Note 2 (Operating Expenses),https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzI1ODcyNTM1MWFkaXF6a2N4/document?format=pdf&download=0,None (Directly Reported in £m),"Other operating charges excluding staff costs, player amortisation, and tangible depreciation",High,Primary Audited,Audited primary statutory figure.
FIN-FY2019-PLAYER-0065,2018/19,FY2019,player_amortisation,92.20,92.20,GBP millions,Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2019,2020-03-04,"p. 24, Note 10",Note 10 (Intangible Assets),https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzI1ODcyNTM1MWFkaXF6a2N4/document?format=pdf&download=0,None (Directly Reported in £m),Annual non-cash straight-line amortisation of capitalized registration costs under IAS 38,High,Primary Audited,Audited primary statutory figure.
FIN-FY2019-PLAYER-0066,2018/19,FY2019,player_impairment,0.00,0.00,GBP millions,Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2019,2020-03-04,"p. 24, Note 10",Note 10 (Intangible Assets),https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzI1ODcyNTM1MWFkaXF6a2N4/document?format=pdf&download=0,None (Directly Reported in £m),Non-cash impairment write-downs or contract termination charges on player registrations under IAS 36/38,High,Primary Audited,Audited primary statutory figure.
FIN-FY2019-DEPREC-0067,2018/19,FY2019,depreciation,13.60,13.60,GBP millions,Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2019,2020-03-04,"p. 23, Note 9",Note 9 (Tangible Fixed Assets),https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzI1ODcyNTM1MWFkaXF6a2N4/document?format=pdf&download=0,None (Directly Reported in £m),Annual depreciation of tangible fixed assets including Emirates Stadium and facilities under IAS 16,High,Primary Audited,Audited primary statutory figure.
FIN-FY2019-OPERAT-0068,2018/19,FY2019,operating_profit_loss,-32.20,-32.20,GBP millions,Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2019,2020-03-04,p. 14,Consolidated Profit and Loss Account,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzI1ODcyNTM1MWFkaXF6a2N4/document?format=pdf&download=0,None (Directly Reported in £m),Statutory operating result after player amortisation and impairments but before finance costs and tax,High,Primary Audited,Audited primary statutory figure.
FIN-FY2019-NET_PR-0069,2018/19,FY2019,net_profit_loss,-27.10,-27.10,GBP millions,Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2019,2020-03-04,p. 14,Consolidated Profit and Loss Account,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzI1ODcyNTM1MWFkaXF6a2N4/document?format=pdf&download=0,None (Directly Reported in £m),Retained profit or loss for the financial reporting year after net finance costs and taxation,High,Primary Audited,Audited primary statutory figure.
FIN-FY2019-CASH-0070,2018/19,FY2019,cash,167.30,167.30,GBP millions,Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2019,2020-03-04,p. 16,Consolidated Balance Sheet,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzI1ODcyNTM1MWFkaXF6a2N4/document?format=pdf&download=0,None (Directly Reported in £m),Cash held at bank and short-term deposits at reporting year end under IAS 7,High,Primary Audited,Audited primary statutory figure.
FIN-FY2019-GROSS_-0071,2018/19,FY2019,gross_debt,206.10,206.10,GBP millions,Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2019,2020-03-04,"p. 27, Note 17",Note 17 (Borrowings),https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzI1ODcyNTM1MWFkaXF6a2N4/document?format=pdf&download=0,None (Directly Reported in £m),Total current and non-current financial borrowings (stadium bonds to 2020; KSE loan thereafter),High,Primary Audited,Audited primary statutory figure.
FIN-FY2019-NET_DE-0072,2018/19,FY2019,net_debt,38.80,38.80,GBP millions,Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2019,2020-03-04,"p. 16 & p. 27, Note 17",Balance Sheet & Note 17,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzI1ODcyNTM1MWFkaXF6a2N4/document?format=pdf&download=0,gross_debt - cash,Gross borrowings less cash and cash equivalents at reporting date (disclosed in Note 17 / Balance Sheet),High,Primary Audited,Audited primary statutory figure.
FIN-FY2019-NET_FI-0073,2018/19,FY2019,net_finance_costs,11.80,11.80,GBP millions,Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2019,2020-03-04,p. 14,Consolidated Profit and Loss Account,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzI1ODcyNTM1MWFkaXF6a2N4/document?format=pdf&download=0,None (Directly Reported in £m),"Net finance expenses payable including bond interest, loan interest, bank charges less interest received under IFRS 9 / IAS 23",High,Primary Audited,Audited primary statutory figure.
FIN-FY2019-PROFIT-0074,2018/19,FY2019,profit_on_player_disposals,12.20,12.20,GBP millions,Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2019,2020-03-04,p. 14,Consolidated Profit and Loss Account,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzI1ODcyNTM1MWFkaXF6a2N4/document?format=pdf&download=0,None (Directly Reported in £m),Net accounting profit on disposal/derecognition of intangible player registrations under IAS 38 (consideration less unamortised net book value). Distinct from net market transfer spending.,High,Primary Audited,Audited primary statutory figure.
FIN-FY2019-PLAYER-0075,2018/19,FY2019,player_registration_additions,99.00,99.00,GBP millions,Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2019,2020-03-04,"p. 24, Note 10",Note 10 (Intangible Assets),https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzI1ODcyNTM1MWFkaXF6a2N4/document?format=pdf&download=0,None (Directly Reported in £m),"Capitalized additions to intangible player registrations under IAS 38 (includes transfer fees, agent fees, signing bonuses). Distinct from headline market transfer fees.",High,Primary Audited,Audited primary statutory figure.
FIN-FY2019-PLAYER-0076,2018/19,FY2019,player_registration_nbv,240.30,240.30,GBP millions,Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2019,2020-03-04,"p. 24, Note 10",Note 10 (Intangible Assets),https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzI1ODcyNTM1MWFkaXF6a2N4/document?format=pdf&download=0,None (Directly Reported in £m),Carrying balance sheet value of intangible player registrations at reporting date under IAS 38,High,Primary Audited,Audited primary statutory figure.
FIN-FY2020-FOOTBA-0077,2019/20,FY2020,football_turnover,343.50,343.50,GBP millions,Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2020,2021-03-16,"p. 20, Note 1",Note 1 (Turnover),https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzI5NDA2NjY3MWFkaXF6a2N4/document?format=pdf&download=0,None (Directly Reported in £m),Turnover generated strictly from football activities excluding property development,Qualified (COVID Timing),Primary Audited,Property turnover is zero.
FIN-FY2020-TOTAL_-0078,2019/20,FY2020,total_turnover,343.50,343.50,GBP millions,Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2020,2021-03-16,"p. 20, Note 1",Consolidated Profit and Loss Account,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzI5NDA2NjY3MWFkaXF6a2N4/document?format=pdf&download=0,None (Directly Reported in £m),Consolidated Group revenue including football operations and legacy property development,Qualified (COVID Timing),Primary Audited,Property turnover is zero.
FIN-FY2020-BROADC-0079,2019/20,FY2020,broadcast_revenue,118.90,118.90,GBP millions,Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2020,2021-03-16,"p. 20, Note 1",Note 1 (Turnover),https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzI5NDA2NjY3MWFkaXF6a2N4/document?format=pdf&download=0,None (Directly Reported in £m),Distributions from Premier League domestic/overseas TV contracts and UEFA competition rights,Qualified (COVID Timing),Primary Audited,CRITICAL COVID TIMING DISTORTION: 10 fixtures of 2019/20 played in June/July 2020 after financial year-end. £34m of broadcast revenue deferred into FY2021 under IFRS 15. Reported pre-tax loss includes £35m directly COVID-attributed impact.
FIN-FY2020-COMMER-0080,2019/20,FY2020,commercial_revenue,155.20,155.20,GBP millions,Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2020,2021-03-16,"p. 20, Note 1",Note 1 (Turnover),https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzI5NDA2NjY3MWFkaXF6a2N4/document?format=pdf&download=0,None (Directly Reported in £m),"Revenue from sponsorships, partnerships, merchandising, retail, licensing and stadium tours",Qualified (COVID Timing),Primary Audited,Audited primary statutory figure.
FIN-FY2020-MATCHD-0081,2019/20,FY2020,matchday_revenue,69.40,69.40,GBP millions,Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2020,2021-03-16,"p. 20, Note 1",Note 1 (Turnover),https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzI5NDA2NjY3MWFkaXF6a2N4/document?format=pdf&download=0,None (Directly Reported in £m),"Ticket sales, gate receipts, club level hospitality and matchday cup receipts",Qualified (COVID Timing),Primary Audited,CRITICAL COVID TIMING DISTORTION: 10 fixtures of 2019/20 played in June/July 2020 after financial year-end. £34m of broadcast revenue deferred into FY2021 under IFRS 15. Reported pre-tax loss includes £35m directly COVID-attributed impact.
FIN-FY2020-STAFF_-0082,2019/20,FY2020,staff_costs,234.50,234.50,GBP millions,Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2020,2021-03-16,"p. 21, Note 3",Note 3 (Employees and Directors),https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzI5NDA2NjY3MWFkaXF6a2N4/document?format=pdf&download=0,None (Directly Reported in £m),"Total group employment expenditure across all playing, coaching, administrative, executive, and operational staff under IAS 19. Does not isolate first-team player wages.",Qualified (COVID Timing),Primary Audited,Audited primary statutory figure.
FIN-FY2020-OPERAT-0083,2019/20,FY2020,operating_expenses,71.30,71.30,GBP millions,Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2020,2021-03-16,"p. 20, Note 2",Note 2 (Operating Expenses),https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzI5NDA2NjY3MWFkaXF6a2N4/document?format=pdf&download=0,None (Directly Reported in £m),"Other operating charges excluding staff costs, player amortisation, and tangible depreciation",Qualified (COVID Timing),Primary Audited,Audited primary statutory figure.
FIN-FY2020-PLAYER-0084,2019/20,FY2020,player_amortisation,104.60,104.60,GBP millions,Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2020,2021-03-16,"p. 26, Note 10",Note 10 (Intangible Assets),https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzI5NDA2NjY3MWFkaXF6a2N4/document?format=pdf&download=0,None (Directly Reported in £m),Annual non-cash straight-line amortisation of capitalized registration costs under IAS 38,Qualified (COVID Timing),Primary Audited,Audited primary statutory figure.
FIN-FY2020-PLAYER-0085,2019/20,FY2020,player_impairment,14.90,14.90,GBP millions,Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2020,2021-03-16,"p. 26, Note 10",Note 10 (Intangible Assets),https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzI5NDA2NjY3MWFkaXF6a2N4/document?format=pdf&download=0,None (Directly Reported in £m),Non-cash impairment write-downs or contract termination charges on player registrations under IAS 36/38,Qualified (COVID Timing),Primary Audited,Audited primary statutory figure.
FIN-FY2020-DEPREC-0086,2019/20,FY2020,depreciation,14.40,14.40,GBP millions,Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2020,2021-03-16,"p. 25, Note 9",Note 9 (Tangible Fixed Assets),https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzI5NDA2NjY3MWFkaXF6a2N4/document?format=pdf&download=0,None (Directly Reported in £m),Annual depreciation of tangible fixed assets including Emirates Stadium and facilities under IAS 16,Qualified (COVID Timing),Primary Audited,Audited primary statutory figure.
FIN-FY2020-OPERAT-0087,2019/20,FY2020,operating_profit_loss,-75.30,-75.30,GBP millions,Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2020,2021-03-16,p. 16,Consolidated Profit and Loss Account,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzI5NDA2NjY3MWFkaXF6a2N4/document?format=pdf&download=0,None (Directly Reported in £m),Statutory operating result after player amortisation and impairments but before finance costs and tax,Qualified (COVID Timing),Primary Audited,Audited primary statutory figure.
FIN-FY2020-NET_PR-0088,2019/20,FY2020,net_profit_loss,-47.80,-47.80,GBP millions,Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2020,2021-03-16,p. 16,Consolidated Profit and Loss Account,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzI5NDA2NjY3MWFkaXF6a2N4/document?format=pdf&download=0,None (Directly Reported in £m),Retained profit or loss for the financial reporting year after net finance costs and taxation,Qualified (COVID Timing),Primary Audited,CRITICAL COVID TIMING DISTORTION: 10 fixtures of 2019/20 played in June/July 2020 after financial year-end. £34m of broadcast revenue deferred into FY2021 under IFRS 15. Reported pre-tax loss includes £35m directly COVID-attributed impact.
FIN-FY2020-CASH-0089,2019/20,FY2020,cash,110.00,110.00,GBP millions,Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2020,2021-03-16,p. 18,Consolidated Balance Sheet,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzI5NDA2NjY3MWFkaXF6a2N4/document?format=pdf&download=0,None (Directly Reported in £m),Cash held at bank and short-term deposits at reporting year end under IAS 7,Qualified (COVID Timing),Primary Audited,Audited primary statutory figure.
FIN-FY2020-GROSS_-0090,2019/20,FY2020,gross_debt,218.40,218.40,GBP millions,Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2020,2021-03-16,"p. 29, Note 17",Note 17 (Borrowings),https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzI5NDA2NjY3MWFkaXF6a2N4/document?format=pdf&download=0,None (Directly Reported in £m),Total current and non-current financial borrowings (stadium bonds to 2020; KSE loan thereafter),Qualified (COVID Timing),Primary Audited,Audited primary statutory figure.
FIN-FY2020-NET_DE-0091,2019/20,FY2020,net_debt,108.40,108.40,GBP millions,Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2020,2021-03-16,"p. 18 & p. 29, Note 17",Balance Sheet & Note 17,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzI5NDA2NjY3MWFkaXF6a2N4/document?format=pdf&download=0,gross_debt - cash,Gross borrowings less cash and cash equivalents at reporting date (disclosed in Note 17 / Balance Sheet),Qualified (COVID Timing),Primary Audited,Audited primary statutory figure.
FIN-FY2020-NET_FI-0092,2019/20,FY2020,net_finance_costs,13.60,13.60,GBP millions,Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2020,2021-03-16,p. 16,Consolidated Profit and Loss Account,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzI5NDA2NjY3MWFkaXF6a2N4/document?format=pdf&download=0,None (Directly Reported in £m),"Net finance expenses payable including bond interest, loan interest, bank charges less interest received under IFRS 9 / IAS 23",Qualified (COVID Timing),Primary Audited,CRITICAL COVID TIMING DISTORTION: 10 fixtures of 2019/20 played in June/July 2020 after financial year-end. £34m of broadcast revenue deferred into FY2021 under IFRS 15. Reported pre-tax loss includes £35m directly COVID-attributed impact.
FIN-FY2020-PROFIT-0093,2019/20,FY2020,profit_on_player_disposals,60.10,60.10,GBP millions,Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2020,2021-03-16,p. 16,Consolidated Profit and Loss Account,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzI5NDA2NjY3MWFkaXF6a2N4/document?format=pdf&download=0,None (Directly Reported in £m),Net accounting profit on disposal/derecognition of intangible player registrations under IAS 38 (consideration less unamortised net book value). Distinct from net market transfer spending.,Qualified (COVID Timing),Primary Audited,Audited primary statutory figure.
FIN-FY2020-PLAYER-0094,2019/20,FY2020,player_registration_additions,182.20,182.20,GBP millions,Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2020,2021-03-16,"p. 26, Note 10",Note 10 (Intangible Assets),https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzI5NDA2NjY3MWFkaXF6a2N4/document?format=pdf&download=0,None (Directly Reported in £m),"Capitalized additions to intangible player registrations under IAS 38 (includes transfer fees, agent fees, signing bonuses). Distinct from headline market transfer fees.",Qualified (COVID Timing),Primary Audited,Audited primary statutory figure.
FIN-FY2020-PLAYER-0095,2019/20,FY2020,player_registration_nbv,290.40,290.40,GBP millions,Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2020,2021-03-16,"p. 26, Note 10",Note 10 (Intangible Assets),https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzI5NDA2NjY3MWFkaXF6a2N4/document?format=pdf&download=0,None (Directly Reported in £m),Carrying balance sheet value of intangible player registrations at reporting date under IAS 38,Qualified (COVID Timing),Primary Audited,Audited primary statutory figure.
FIN-FY2021-FOOTBA-0096,2020/21,FY2021,football_turnover,327.60,327.60,GBP millions,Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2021,2022-03-11,"p. 21, Note 1",Note 1 (Turnover),https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzMzMjQ0NzAzOGFkaXF6a2N4/document?format=pdf&download=0,None (Directly Reported in £m),Turnover generated strictly from football activities excluding property development,Qualified (COVID Timing),Primary Audited,Property turnover is zero.
FIN-FY2021-TOTAL_-0097,2020/21,FY2021,total_turnover,327.60,327.60,GBP millions,Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2021,2022-03-11,"p. 21, Note 1",Consolidated Profit and Loss Account,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzMzMjQ0NzAzOGFkaXF6a2N4/document?format=pdf&download=0,None (Directly Reported in £m),Consolidated Group revenue including football operations and legacy property development,Qualified (COVID Timing),Primary Audited,Property turnover is zero.
FIN-FY2021-BROADC-0098,2020/21,FY2021,broadcast_revenue,184.40,184.40,GBP millions,Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2021,2022-03-11,"p. 21, Note 1",Note 1 (Turnover),https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzMzMjQ0NzAzOGFkaXF6a2N4/document?format=pdf&download=0,None (Directly Reported in £m),Distributions from Premier League domestic/overseas TV contracts and UEFA competition rights,Qualified (COVID Timing),Primary Audited,CRITICAL COVID IMPACT: Entire season played behind closed doors; matchday revenue fell to £3.8m. Broadcast revenue inflated by £34m deferred from FY2020. Net finance costs include £32.2m exceptional premium/cost on July 2020 stadium bond redemption.
FIN-FY2021-COMMER-0099,2020/21,FY2021,commercial_revenue,139.40,139.40,GBP millions,Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2021,2022-03-11,"p. 21, Note 1",Note 1 (Turnover),https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzMzMjQ0NzAzOGFkaXF6a2N4/document?format=pdf&download=0,None (Directly Reported in £m),"Revenue from sponsorships, partnerships, merchandising, retail, licensing and stadium tours",Qualified (COVID Timing),Primary Audited,Audited primary statutory figure.
FIN-FY2021-MATCHD-0100,2020/21,FY2021,matchday_revenue,3.80,3.80,GBP millions,Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2021,2022-03-11,"p. 21, Note 1",Note 1 (Turnover),https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzMzMjQ0NzAzOGFkaXF6a2N4/document?format=pdf&download=0,None (Directly Reported in £m),"Ticket sales, gate receipts, club level hospitality and matchday cup receipts",Qualified (COVID Timing),Primary Audited,CRITICAL COVID IMPACT: Entire season played behind closed doors; matchday revenue fell to £3.8m. Broadcast revenue inflated by £34m deferred from FY2020. Net finance costs include £32.2m exceptional premium/cost on July 2020 stadium bond redemption.
FIN-FY2021-STAFF_-0101,2020/21,FY2021,staff_costs,244.40,244.40,GBP millions,Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2021,2022-03-11,"p. 22, Note 3",Note 3 (Employees and Directors),https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzMzMjQ0NzAzOGFkaXF6a2N4/document?format=pdf&download=0,None (Directly Reported in £m),"Total group employment expenditure across all playing, coaching, administrative, executive, and operational staff under IAS 19. Does not isolate first-team player wages.",Qualified (COVID Timing),Primary Audited,Audited primary statutory figure.
FIN-FY2021-OPERAT-0102,2020/21,FY2021,operating_expenses,48.50,48.50,GBP millions,Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2021,2022-03-11,"p. 21, Note 2",Note 2 (Operating Expenses),https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzMzMjQ0NzAzOGFkaXF6a2N4/document?format=pdf&download=0,None (Directly Reported in £m),"Other operating charges excluding staff costs, player amortisation, and tangible depreciation",Qualified (COVID Timing),Primary Audited,Audited primary statutory figure.
FIN-FY2021-PLAYER-0103,2020/21,FY2021,player_amortisation,117.40,117.40,GBP millions,Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2021,2022-03-11,"p. 27, Note 10",Note 10 (Intangible Assets),https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzMzMjQ0NzAzOGFkaXF6a2N4/document?format=pdf&download=0,None (Directly Reported in £m),Annual non-cash straight-line amortisation of capitalized registration costs under IAS 38,Qualified (COVID Timing),Primary Audited,Audited primary statutory figure.
FIN-FY2021-PLAYER-0104,2020/21,FY2021,player_impairment,15.20,15.20,GBP millions,Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2021,2022-03-11,"p. 27, Note 10",Note 10 (Intangible Assets),https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzMzMjQ0NzAzOGFkaXF6a2N4/document?format=pdf&download=0,None (Directly Reported in £m),Non-cash impairment write-downs or contract termination charges on player registrations under IAS 36/38,Qualified (COVID Timing),Primary Audited,Audited primary statutory figure.
FIN-FY2021-DEPREC-0105,2020/21,FY2021,depreciation,15.60,15.60,GBP millions,Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2021,2022-03-11,"p. 26, Note 9",Note 9 (Tangible Fixed Assets),https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzMzMjQ0NzAzOGFkaXF6a2N4/document?format=pdf&download=0,None (Directly Reported in £m),Annual depreciation of tangible fixed assets including Emirates Stadium and facilities under IAS 16,Qualified (COVID Timing),Primary Audited,Audited primary statutory figure.
